id	TF_family	gen_type
AT3G04670	WRKY	TF
AT5G28650	WRKY	TF
AT1G30650	WRKY	TF
AT5G45050	WRKY	TF
AT4G01250	WRKY	TF
AT5G52830	WRKY	TF
AT4G23550	WRKY	TF
AT2G34830	WRKY	TF
AT1G29280	WRKY	TF
AT3G58710	WRKY	TF
AT5G24110	WRKY	TF
AT5G22570	WRKY	TF
AT4G11070	WRKY	TF
AT2G46400	WRKY	TF
AT5G45270	WRKY	TF
AT4G23810	WRKY	TF
AT2G40750	WRKY	TF
AT2G40740	WRKY	TF
AT5G01900	WRKY	TF
AT1G66600	WRKY	TF
AT1G66560	WRKY	TF
AT1G80590	WRKY	TF
AT1G66550	WRKY	TF
AT3G56400	WRKY	TF
AT2G02540	ZF-HD	TF
AT4G24660	ZF-HD	TF
AT5G39760	ZF-HD	TF
AT2G18350	ZF-HD	TF
AT5G65410	ZF-HD	TF
AT5G60480	ZF-HD	TF
AT5G42780	ZF-HD	TF
AT3G50890	ZF-HD	TF
AT1G69600	ZF-HD	TF
AT5G15210	ZF-HD	TF
AT1G14440	ZF-HD	TF
AT1G14687	ZF-HD	TF
AT1G75240	ZF-HD	TF
AT3G28920	ZF-HD	TF
AT1G74660	ZF-HD	TF
AT4G14713	ZIM	TF
AT4G14720	ZIM	TF
